,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,userID
0,380,76.0,200,558,"Fri, 14 May 2021 16:25:49 GMT",True,"Sat, 15 May 2021 01:43:50 GMT",11242
0,1428,114.24,80,360,"Fri, 14 May 2021 16:49:35 GMT",True,"Fri, 14 May 2021 22:49:35 GMT",6620
0,274,65.76,240,778,"Fri, 14 May 2021 19:21:45 GMT",True,"Sat, 15 May 2021 08:19:45 GMT",10924
0,1428,114.24,80,360,"Sun, 16 May 2021 16:10:33 GMT",True,"Sun, 16 May 2021 22:10:33 GMT",6620
0,274,65.76,240,778,"Mon, 17 May 2021 16:33:15 GMT",True,"Tue, 18 May 2021 05:31:15 GMT",10924
0,1428,114.24,80,360,"Tue, 18 May 2021 15:03:31 GMT",True,"Tue, 18 May 2021 21:03:31 GMT",6620
0,304,6.08,20,60,"Tue, 18 May 2021 20:50:16 GMT",True,"Tue, 18 May 2021 21:50:16 GMT",10209
0,380,76.0,200,558,"Tue, 18 May 2021 20:52:27 GMT",True,"Wed, 19 May 2021 06:10:28 GMT",11242
1,380,76.0,200,558,"Wed, 19 May 2021 00:16:50 GMT",True,"Wed, 19 May 2021 06:10:28 GMT",11242
0,274,65.76,240,778,"Tue, 18 May 2021 21:06:47 GMT",True,"Wed, 19 May 2021 10:04:48 GMT",10924
0,1428,114.24,80,360,"Wed, 19 May 2021 15:48:19 GMT",True,"Wed, 19 May 2021 21:48:20 GMT",6620
0,258,72.24,280,1385,"Wed, 19 May 2021 19:22:20 GMT",True,"Thu, 20 May 2021 18:27:20 GMT",6140
0,380,76.0,200,558,"Wed, 19 May 2021 19:40:20 GMT",True,"Thu, 20 May 2021 04:58:21 GMT",11242
0,380,76.0,200,558,"Thu, 20 May 2021 18:51:20 GMT",True,"Fri, 21 May 2021 04:09:21 GMT",11242
1,380,76.0,200,558,"Thu, 20 May 2021 22:24:39 GMT",True,"Fri, 21 May 2021 04:09:21 GMT",11242
2,380,76.0,200,558,"Thu, 20 May 2021 22:24:39 GMT",True,"Fri, 21 May 2021 04:09:21 GMT",11242
3,380,76.0,200,558,"Thu, 20 May 2021 22:24:40 GMT",True,"Fri, 21 May 2021 04:09:21 GMT",11242
0,258,72.24,280,1385,"Thu, 20 May 2021 21:20:31 GMT",True,"Fri, 21 May 2021 20:25:32 GMT",6140
0,250,25.0,100,480,"Mon, 24 May 2021 16:01:16 GMT",True,"Mon, 24 May 2021 23:56:38 GMT",6062
0,274,65.76,240,778,"Mon, 24 May 2021 18:57:06 GMT",True,"Tue, 25 May 2021 07:55:07 GMT",10924
0,380,76.0,200,558,"Mon, 24 May 2021 18:59:30 GMT",True,"Tue, 25 May 2021 04:17:31 GMT",11242
0,1428,114.24,80,360,"Mon, 24 May 2021 19:00:58 GMT",True,"Tue, 25 May 2021 01:00:59 GMT",6620
0,380,76.0,200,558,"Tue, 25 May 2021 17:57:01 GMT",True,"Wed, 26 May 2021 03:15:02 GMT",11242
0,1428,114.24,80,360,"Tue, 25 May 2021 18:38:02 GMT",True,"Wed, 26 May 2021 00:38:02 GMT",6620
0,380,76.0,200,558,"Tue, 25 May 2021 20:16:03 GMT",True,"Wed, 26 May 2021 05:34:04 GMT",11242
0,250,25.0,100,301,"Wed, 26 May 2021 15:11:17 GMT",True,"Wed, 26 May 2021 20:04:33 GMT",6062
0,274,65.76,240,778,"Wed, 26 May 2021 20:44:39 GMT",True,"Thu, 27 May 2021 09:42:40 GMT",10924
0,380,76.0,200,558,"Thu, 27 May 2021 16:20:16 GMT",True,"Fri, 28 May 2021 01:38:17 GMT",11242
0,258,72.24,280,1385,"Thu, 27 May 2021 20:35:41 GMT",True,"Fri, 28 May 2021 19:40:42 GMT",6140
0,250,25.0,100,301,"Fri, 28 May 2021 14:37:09 GMT",True,"Fri, 28 May 2021 19:32:10 GMT",6062
0,274,65.76,240,778,"Fri, 28 May 2021 15:17:31 GMT",True,"Sat, 29 May 2021 04:15:31 GMT",10924
0,380,76.0,200,558,"Fri, 28 May 2021 16:32:19 GMT",True,"Sat, 29 May 2021 01:50:20 GMT",11242
0,258,72.24,280,1385,"Fri, 28 May 2021 20:02:39 GMT",True,"Sat, 29 May 2021 19:07:40 GMT",6140
0,380,76.0,200,558,"Tue, 01 Jun 2021 18:26:18 GMT",True,"Wed, 02 Jun 2021 03:44:18 GMT",11242
0,274,65.76,240,778,"Wed, 02 Jun 2021 18:45:20 GMT",True,"Thu, 03 Jun 2021 07:43:20 GMT",10924
0,250,25.0,100,301,"Thu, 03 Jun 2021 17:04:08 GMT",True,"Thu, 03 Jun 2021 21:40:54 GMT",6062
0,258,72.24,280,1385,"Thu, 03 Jun 2021 20:46:26 GMT",True,"Fri, 04 Jun 2021 19:51:26 GMT",6140
0,1428,114.24,80,360,"Fri, 04 Jun 2021 15:39:06 GMT",True,"Fri, 04 Jun 2021 21:39:06 GMT",6620
0,380,76.0,200,558,"Fri, 04 Jun 2021 19:15:04 GMT",True,"Sat, 05 Jun 2021 04:33:04 GMT",11242
0,380,76.0,200,558,"Sat, 05 Jun 2021 17:22:01 GMT",True,"Sun, 06 Jun 2021 02:40:01 GMT",11242
0,250,25.0,100,301,"Mon, 07 Jun 2021 15:32:09 GMT",True,"Mon, 07 Jun 2021 20:04:05 GMT",6062
0,274,65.76,240,778,"Mon, 07 Jun 2021 16:09:11 GMT",True,"Tue, 08 Jun 2021 05:07:11 GMT",10924
0,380,76.0,200,558,"Mon, 07 Jun 2021 19:19:29 GMT",True,"Tue, 08 Jun 2021 04:35:50 GMT",11242
0,250,25.0,100,301,"Tue, 08 Jun 2021 14:39:16 GMT",True,"Tue, 08 Jun 2021 19:34:51 GMT",6062
0,380,76.0,200,558,"Tue, 08 Jun 2021 18:09:24 GMT",True,"Wed, 09 Jun 2021 03:25:29 GMT",11242
0,1428,114.24,80,360,"Tue, 08 Jun 2021 18:23:53 GMT",True,"Wed, 09 Jun 2021 00:23:54 GMT",6620
0,250,25.0,100,301,"Wed, 09 Jun 2021 14:49:50 GMT",True,"Wed, 09 Jun 2021 19:46:07 GMT",6062
0,258,72.24,280,1385,"Wed, 09 Jun 2021 20:41:33 GMT",True,"Thu, 10 Jun 2021 19:46:33 GMT",6140
0,250,25.0,100,301,"Thu, 10 Jun 2021 14:47:39 GMT",True,"Thu, 10 Jun 2021 19:34:00 GMT",6062
0,380,76.0,200,558,"Thu, 10 Jun 2021 16:10:31 GMT",True,"Fri, 11 Jun 2021 01:27:40 GMT",11242
0,1428,114.24,80,360,"Thu, 10 Jun 2021 17:36:55 GMT",True,"Thu, 10 Jun 2021 23:36:56 GMT",6620
0,274,65.76,240,778,"Thu, 10 Jun 2021 20:17:59 GMT",True,"Fri, 11 Jun 2021 09:15:59 GMT",10924
0,258,72.24,280,1385,"Thu, 10 Jun 2021 20:46:19 GMT",True,"Fri, 11 Jun 2021 19:51:19 GMT",6140
0,250,25.0,100,301,"Mon, 14 Jun 2021 17:06:53 GMT",True,"Mon, 14 Jun 2021 20:02:42 GMT",6062
0,380,76.0,200,558,"Mon, 14 Jun 2021 18:31:53 GMT",True,"Tue, 15 Jun 2021 03:49:54 GMT",11242
0,250,25.0,100,301,"Tue, 15 Jun 2021 17:28:10 GMT",True,"Tue, 15 Jun 2021 19:40:22 GMT",6062
0,274,65.76,240,778,"Tue, 15 Jun 2021 16:41:33 GMT",True,"Wed, 16 Jun 2021 05:39:33 GMT",10924
0,380,76.0,200,558,"Tue, 15 Jun 2021 17:57:23 GMT",True,"Wed, 16 Jun 2021 03:15:01 GMT",11242
0,250,25.0,100,301,"Wed, 16 Jun 2021 14:49:03 GMT",True,"Wed, 16 Jun 2021 19:31:42 GMT",6062
0,1428,114.24,80,360,"Wed, 16 Jun 2021 15:26:00 GMT",True,"Wed, 16 Jun 2021 21:26:00 GMT",6620
0,380,76.0,200,558,"Wed, 16 Jun 2021 17:03:22 GMT",True,"Thu, 17 Jun 2021 02:21:22 GMT",11242
0,258,72.24,280,1385,"Wed, 16 Jun 2021 20:52:21 GMT",True,"Thu, 17 Jun 2021 19:57:22 GMT",6140
0,250,25.0,100,301,"Thu, 17 Jun 2021 14:51:07 GMT",True,"Thu, 17 Jun 2021 19:38:47 GMT",6062
0,380,76.0,200,558,"Thu, 17 Jun 2021 16:26:16 GMT",True,"Fri, 18 Jun 2021 01:44:16 GMT",11242
0,274,65.76,240,778,"Thu, 17 Jun 2021 16:40:10 GMT",True,"Fri, 18 Jun 2021 05:38:10 GMT",10924
0,1428,114.24,80,360,"Thu, 17 Jun 2021 17:43:29 GMT",True,"Thu, 17 Jun 2021 23:43:29 GMT",6620
0,1428,114.24,80,360,"Fri, 18 Jun 2021 15:43:30 GMT",True,"Fri, 18 Jun 2021 21:43:31 GMT",6620
0,258,72.24,280,1385,"Fri, 18 Jun 2021 20:40:54 GMT",True,"Sat, 19 Jun 2021 19:45:54 GMT",6140
0,1428,114.24,80,360,"Mon, 21 Jun 2021 17:54:08 GMT",True,"Mon, 21 Jun 2021 23:54:09 GMT",6620
0,1428,114.24,80,360,"Wed, 23 Jun 2021 16:25:17 GMT",True,"Wed, 23 Jun 2021 22:25:18 GMT",6620
0,250,25.0,100,301,"Thu, 24 Jun 2021 15:32:06 GMT",True,"Thu, 24 Jun 2021 20:24:53 GMT",6062
0,258,72.24,280,1385,"Thu, 24 Jun 2021 20:48:08 GMT",True,"Fri, 25 Jun 2021 19:53:08 GMT",6140
0,1428,114.24,80,360,"Fri, 25 Jun 2021 13:59:15 GMT",True,"Fri, 25 Jun 2021 19:59:15 GMT",6620
0,250,25.0,100,301,"Fri, 25 Jun 2021 15:59:41 GMT",True,"Fri, 25 Jun 2021 20:53:59 GMT",6062
0,258,72.24,280,1385,"Fri, 25 Jun 2021 20:45:56 GMT",True,"Sat, 26 Jun 2021 19:50:56 GMT",6140
0,1428,114.24,80,360,"Mon, 28 Jun 2021 19:36:39 GMT",True,"Tue, 29 Jun 2021 01:36:11 GMT",6620
0,1428,114.24,80,360,"Wed, 30 Jun 2021 15:54:16 GMT",True,"Wed, 30 Jun 2021 21:54:17 GMT",6620
0,258,72.24,280,1385,"Wed, 30 Jun 2021 20:57:41 GMT",True,"Thu, 01 Jul 2021 20:02:41 GMT",6140
0,258,72.24,280,1385,"Thu, 01 Jul 2021 21:00:22 GMT",True,"Fri, 02 Jul 2021 20:05:22 GMT",6140
0,1428,114.24,80,360,"Fri, 02 Jul 2021 15:37:18 GMT",True,"Fri, 02 Jul 2021 21:37:18 GMT",6620
0,258,72.24,280,1385,"Fri, 02 Jul 2021 20:51:52 GMT",True,"Sat, 03 Jul 2021 19:56:53 GMT",6140
0,250,25.0,100,301,"Mon, 05 Jul 2021 15:23:38 GMT",True,"Mon, 05 Jul 2021 20:15:33 GMT",6062
0,250,25.0,100,301,"Tue, 06 Jul 2021 14:44:14 GMT",True,"Tue, 06 Jul 2021 19:41:00 GMT",6062
0,250,25.0,100,301,"Wed, 07 Jul 2021 14:44:08 GMT",True,"Wed, 07 Jul 2021 19:41:00 GMT",6062
0,1428,114.24,80,360,"Wed, 07 Jul 2021 15:36:55 GMT",True,"Wed, 07 Jul 2021 21:36:56 GMT",6620
0,250,25.0,100,301,"Thu, 08 Jul 2021 15:11:43 GMT",True,"Thu, 08 Jul 2021 20:08:20 GMT",6062
0,1428,114.24,80,360,"Thu, 08 Jul 2021 17:37:35 GMT",True,"Thu, 08 Jul 2021 23:37:36 GMT",6620
0,250,25.0,100,301,"Mon, 12 Jul 2021 15:31:52 GMT",True,"Mon, 12 Jul 2021 20:28:57 GMT",6062
0,1428,114.24,80,360,"Mon, 12 Jul 2021 19:27:25 GMT",True,"Tue, 13 Jul 2021 01:27:25 GMT",6620
0,258,72.24,280,1385,"Mon, 12 Jul 2021 20:51:05 GMT",True,"Tue, 13 Jul 2021 19:56:06 GMT",6140
0,250,25.0,100,301,"Tue, 13 Jul 2021 15:31:28 GMT",True,"Tue, 13 Jul 2021 20:24:49 GMT",6062
0,1428,114.24,80,360,"Tue, 13 Jul 2021 16:47:33 GMT",True,"Tue, 13 Jul 2021 22:47:34 GMT",6620
0,258,72.24,280,1385,"Tue, 13 Jul 2021 20:47:49 GMT",True,"Wed, 14 Jul 2021 19:52:49 GMT",6140
0,250,25.0,100,301,"Wed, 14 Jul 2021 14:47:28 GMT",True,"Wed, 14 Jul 2021 19:42:03 GMT",6062
0,258,72.24,280,1385,"Wed, 14 Jul 2021 20:58:20 GMT",True,"Thu, 15 Jul 2021 20:03:20 GMT",6140
0,250,25.0,100,301,"Thu, 15 Jul 2021 14:44:37 GMT",True,"Thu, 15 Jul 2021 19:41:31 GMT",6062
0,1428,114.24,80,360,"Thu, 15 Jul 2021 18:49:10 GMT",True,"Fri, 16 Jul 2021 00:49:10 GMT",6620
0,250,25.0,100,301,"Fri, 16 Jul 2021 14:41:45 GMT",True,"Fri, 16 Jul 2021 19:37:55 GMT",6062
0,450,45.0,100,480,"Fri, 16 Jul 2021 17:12:36 GMT",True,"Sat, 17 Jul 2021 01:10:41 GMT",4400
0,258,72.24,280,1385,"Fri, 16 Jul 2021 20:55:38 GMT",True,"Sat, 17 Jul 2021 20:00:38 GMT",6140
0,278,27.8,100,480,"Tue, 20 Jul 2021 13:57:21 GMT",True,"Tue, 20 Jul 2021 21:54:00 GMT",16885
0,450,45.0,100,480,"Tue, 20 Jul 2021 17:37:08 GMT",True,"Wed, 21 Jul 2021 01:33:33 GMT",4400
0,258,72.24,280,1385,"Tue, 20 Jul 2021 20:43:29 GMT",True,"Wed, 21 Jul 2021 19:48:30 GMT",6140
0,400,20.0,50,102,"Tue, 20 Jul 2021 23:01:31 GMT",True,"Wed, 21 Jul 2021 00:43:32 GMT",722
0,250,25.0,100,301,"Wed, 21 Jul 2021 15:35:47 GMT",True,"Wed, 21 Jul 2021 20:32:09 GMT",6062
0,450,45.0,100,480,"Wed, 21 Jul 2021 16:15:13 GMT",True,"Thu, 22 Jul 2021 00:14:49 GMT",4400
1,450,9.0,20,267,"Wed, 21 Jul 2021 16:21:21 GMT",True,"Wed, 21 Jul 2021 20:41:49 GMT",4400
2,450,9.0,20,267,"Wed, 21 Jul 2021 16:21:30 GMT",True,"Wed, 21 Jul 2021 20:41:49 GMT",4400
0,1428,114.24,80,360,"Thu, 22 Jul 2021 15:11:25 GMT",True,"Thu, 22 Jul 2021 21:11:25 GMT",6620
0,450,45.0,100,480,"Thu, 22 Jul 2021 17:18:46 GMT",True,"Fri, 23 Jul 2021 00:58:15 GMT",4400
1,450,8.1,18,84,"Thu, 22 Jul 2021 17:20:31 GMT",True,"Thu, 22 Jul 2021 18:22:15 GMT",4400
2,450,8.1,18,84,"Thu, 22 Jul 2021 17:20:37 GMT",True,"Thu, 22 Jul 2021 18:22:15 GMT",4400
0,258,72.24,280,1385,"Thu, 22 Jul 2021 20:56:22 GMT",True,"Fri, 23 Jul 2021 20:01:22 GMT",6140
0,258,72.24,280,1385,"Fri, 23 Jul 2021 22:06:49 GMT",True,"Sat, 24 Jul 2021 21:11:50 GMT",6140
0,1428,114.24,80,360,"Mon, 26 Jul 2021 17:29:13 GMT",True,"Mon, 26 Jul 2021 23:29:13 GMT",6620
0,1428,114.24,80,360,"Tue, 27 Jul 2021 17:41:07 GMT",True,"Tue, 27 Jul 2021 23:41:08 GMT",6620
0,258,38.7,150,480,"Tue, 27 Jul 2021 17:59:56 GMT",True,"Wed, 28 Jul 2021 01:56:00 GMT",6171
0,1428,114.24,80,360,"Wed, 28 Jul 2021 17:07:03 GMT",True,"Wed, 28 Jul 2021 23:07:03 GMT",6620
0,258,72.24,280,1385,"Wed, 28 Jul 2021 18:56:42 GMT",True,"Thu, 29 Jul 2021 18:01:43 GMT",6140
0,258,72.24,280,1385,"Fri, 30 Jul 2021 21:07:40 GMT",True,"Sat, 31 Jul 2021 20:12:40 GMT",6140
0,258,38.7,150,480,"Tue, 03 Aug 2021 18:03:19 GMT",True,"Wed, 04 Aug 2021 02:03:20 GMT",6171
0,258,72.24,280,1385,"Tue, 03 Aug 2021 21:01:32 GMT",True,"Wed, 04 Aug 2021 20:06:31 GMT",6140
0,258,72.24,280,1385,"Thu, 05 Aug 2021 21:00:41 GMT",True,"Fri, 06 Aug 2021 20:05:10 GMT",6140
0,258,72.24,280,1385,"Fri, 06 Aug 2021 21:17:13 GMT",True,"Sat, 07 Aug 2021 20:22:13 GMT",6140
0,1428,114.24,80,360,"Mon, 09 Aug 2021 15:17:34 GMT",True,"Mon, 09 Aug 2021 21:17:34 GMT",6620
0,1428,114.24,80,360,"Tue, 10 Aug 2021 18:43:56 GMT",True,"Wed, 11 Aug 2021 00:43:57 GMT",6620
0,250,6.0,24,480,"Wed, 11 Aug 2021 16:37:50 GMT",True,"Thu, 12 Aug 2021 00:37:51 GMT",18103
0,1428,114.24,80,360,"Wed, 11 Aug 2021 17:26:07 GMT",True,"Wed, 11 Aug 2021 23:26:08 GMT",6620
0,258,72.24,280,1385,"Wed, 11 Aug 2021 21:24:18 GMT",True,"Thu, 12 Aug 2021 20:29:19 GMT",6140
0,258,72.24,280,1385,"Thu, 12 Aug 2021 21:12:16 GMT",True,"Fri, 13 Aug 2021 20:17:17 GMT",6140
0,258,72.24,280,1385,"Fri, 13 Aug 2021 21:13:12 GMT",True,"Sat, 14 Aug 2021 20:18:12 GMT",6140
0,250,6.0,24,480,"Mon, 16 Aug 2021 15:12:21 GMT",True,"Mon, 16 Aug 2021 23:12:21 GMT",18103
1,250,6.75,27,480,"Mon, 16 Aug 2021 15:58:35 GMT",True,"Mon, 16 Aug 2021 23:12:21 GMT",18103
2,250,6.75,27,480,"Mon, 16 Aug 2021 15:58:40 GMT",True,"Mon, 16 Aug 2021 23:12:21 GMT",18103
0,1428,114.24,80,360,"Mon, 16 Aug 2021 15:21:04 GMT",True,"Mon, 16 Aug 2021 21:21:05 GMT",6620
0,250,6.75,27,480,"Wed, 18 Aug 2021 15:09:08 GMT",True,"Wed, 18 Aug 2021 23:09:08 GMT",18103
0,1428,114.24,80,360,"Wed, 18 Aug 2021 15:49:54 GMT",True,"Wed, 18 Aug 2021 21:49:54 GMT",6620
0,347,34.7,100,480,"Thu, 19 Aug 2021 21:04:17 GMT",True,"Fri, 20 Aug 2021 05:00:19 GMT",18550
0,258,72.24,280,1385,"Thu, 19 Aug 2021 21:01:03 GMT",True,"Fri, 20 Aug 2021 20:06:02 GMT",6140
0,1428,114.24,80,360,"Fri, 20 Aug 2021 16:21:03 GMT",True,"Fri, 20 Aug 2021 22:21:03 GMT",6620
0,258,72.24,280,1385,"Fri, 20 Aug 2021 21:08:02 GMT",True,"Sat, 21 Aug 2021 20:13:03 GMT",6140
0,1428,114.24,80,360,"Mon, 23 Aug 2021 16:03:14 GMT",True,"Mon, 23 Aug 2021 22:03:14 GMT",6620
0,1428,114.24,80,360,"Tue, 24 Aug 2021 19:19:58 GMT",True,"Wed, 25 Aug 2021 01:19:59 GMT",6620
0,1428,114.24,80,360,"Wed, 25 Aug 2021 14:48:36 GMT",True,"Wed, 25 Aug 2021 20:48:36 GMT",6620
0,258,38.7,150,480,"Wed, 25 Aug 2021 19:05:23 GMT",True,"Thu, 26 Aug 2021 03:05:23 GMT",6171
0,250,6.75,27,480,"Thu, 26 Aug 2021 14:36:10 GMT",True,"Thu, 26 Aug 2021 22:36:10 GMT",18103
0,258,38.7,150,480,"Thu, 26 Aug 2021 16:45:40 GMT",True,"Fri, 27 Aug 2021 00:44:57 GMT",6171
0,258,72.24,280,1385,"Thu, 26 Aug 2021 20:51:37 GMT",True,"Fri, 27 Aug 2021 19:56:37 GMT",6140
0,1428,114.24,80,360,"Mon, 30 Aug 2021 17:50:17 GMT",True,"Mon, 30 Aug 2021 23:50:17 GMT",6620
0,258,72.24,280,1385,"Tue, 31 Aug 2021 21:16:01 GMT",True,"Wed, 01 Sep 2021 20:21:02 GMT",6140
0,1428,114.24,80,360,"Wed, 01 Sep 2021 15:40:32 GMT",True,"Wed, 01 Sep 2021 21:40:32 GMT",6620
0,258,72.24,280,1385,"Wed, 01 Sep 2021 22:13:03 GMT",True,"Thu, 02 Sep 2021 21:18:03 GMT",6140
0,1428,114.24,80,360,"Thu, 02 Sep 2021 15:20:11 GMT",True,"Thu, 02 Sep 2021 21:20:11 GMT",6620
0,1428,114.24,80,360,"Fri, 03 Sep 2021 14:26:17 GMT",True,"Fri, 03 Sep 2021 20:26:17 GMT",6620
0,258,72.24,280,1385,"Fri, 03 Sep 2021 22:57:32 GMT",True,"Sat, 04 Sep 2021 22:02:33 GMT",6140
0,250,6.75,27,480,"Tue, 07 Sep 2021 15:21:24 GMT",True,"Tue, 07 Sep 2021 23:21:24 GMT",18103
0,1428,114.24,80,360,"Tue, 07 Sep 2021 15:46:44 GMT",True,"Tue, 07 Sep 2021 21:46:44 GMT",6620
0,250,6.75,27,480,"Wed, 08 Sep 2021 20:59:31 GMT",True,"Thu, 09 Sep 2021 04:59:31 GMT",18103
0,258,72.24,280,1385,"Wed, 08 Sep 2021 21:05:45 GMT",True,"Thu, 09 Sep 2021 20:10:46 GMT",6140
0,258,72.24,280,1385,"Thu, 09 Sep 2021 21:11:43 GMT",True,"Fri, 10 Sep 2021 20:16:44 GMT",6140
0,1428,114.24,80,360,"Fri, 10 Sep 2021 15:33:07 GMT",True,"Fri, 10 Sep 2021 21:33:08 GMT",6620
0,258,72.24,280,1385,"Fri, 10 Sep 2021 21:12:26 GMT",True,"Sat, 11 Sep 2021 20:17:26 GMT",6140
0,1428,114.24,80,360,"Mon, 13 Sep 2021 17:35:32 GMT",True,"Mon, 13 Sep 2021 23:35:32 GMT",6620
0,258,72.24,280,1385,"Mon, 13 Sep 2021 21:21:51 GMT",True,"Tue, 14 Sep 2021 20:26:51 GMT",6140
